City,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Case_Closed
Delhi,TRAFFIC VIOLATION,62,F,Explosives,Yes
Thane,EXTORTION,43,F,None,Yes
Nagpur,DRUG OFFENSE,70,F,Poison,No
Bangalore,ROBBERY,14,F,Poison,Yes
Delhi,DRUG OFFENSE,47,M,Firearm,Yes
Bangalore,BURGLARY,50,M,Explosives,No
Hyderabad,SEXUAL ASSAULT,15,F,Poison,Yes
Pune,SHOPLIFTING,23,M,Explosives,No
Mumbai,ARSON,79,F,Other,Yes
Mumbai,CYBERCRIME,61,F,Explosives,Yes
Hyderabad,ASSAULT,61,F,Poison,No
Visakhapatnam,VEHICLE - STOLEN,78,M,Other,No
Jaipur,FIREARM OFFENSE,58,F,Other,Yes
Jaipur,ILLEGAL POSSESSION,75,M,Blunt Object,No
Lucknow,FRAUD,68,M,None,No
Nashik,COUNTERFEITING,76,M,Blunt Object,Yes
Kanpur,EXTORTION,49,M,None,No
Bangalore,DRUG OFFENSE,20,M,Explosives,Yes
Hyderabad,SHOPLIFTING,63,F,Explosives,Yes
Bangalore,FIREARM OFFENSE,49,F,Explosives,Yes
Thane,FRAUD,47,M,Knife,No
Mumbai,FRAUD,33,F,Firearm,No
Chennai,BURGLARY,44,F,Knife,Yes
Mumbai,BURGLARY,73,F,Knife,No
Meerut,BURGLARY,32,M,Blunt Object,No
Bangalore,ASSAULT,28,F,Blunt Object,No
Bangalore,PUBLIC INTOXICATION,10,F,Blunt Object,No
Patna,PUBLIC INTOXICATION,54,F,Firearm,Yes
Delhi,ARSON,32,M,None,Yes
Bangalore,ROBBERY,22,F,Firearm,Yes
Surat,VANDALISM,25,M,Knife,No
Kolkata,SEXUAL ASSAULT,78,M,None,No
Hyderabad,TRAFFIC VIOLATION,67,M,Blunt Object,No
Jaipur,SEXUAL ASSAULT,29,F,None,No
Kanpur,EXTORTION,58,M,Firearm,No
Visakhapatnam,VEHICLE - STOLEN,73,F,Blunt Object,No
Ludhiana,HOMICIDE,52,M,Firearm,No
Pune,COUNTERFEITING,49,F,Other,Yes
Delhi,PUBLIC INTOXICATION,26,F,Other,No
Mumbai,ASSAULT,68,M,None,No
Pune,ILLEGAL POSSESSION,74,F,Poison,No
Mumbai,ARSON,58,F,Other,No
Lucknow,DOMESTIC VIOLENCE,48,F,Blunt Object,No
Lucknow,HOMICIDE,23,F,Poison,Yes
Delhi,VEHICLE - STOLEN,76,M,Poison,Yes
Delhi,SHOPLIFTING,71,F,Explosives,No
Hyderabad,PUBLIC INTOXICATION,26,F,Firearm,No
Mumbai,PUBLIC INTOXICATION,78,F,Other,Yes
Jaipur,BURGLARY,42,M,Firearm,No
Kolkata,IDENTITY THEFT,21,M,Knife,Yes
Mumbai,SEXUAL ASSAULT,78,M,Blunt Object,Yes
Agra,TRAFFIC VIOLATION,22,M,None,Yes
Delhi,TRAFFIC VIOLATION,15,F,Poison,No
Lucknow,CYBERCRIME,68,M,Poison,No
Ahmedabad,VANDALISM,76,F,Firearm,No
Ghaziabad,SEXUAL ASSAULT,44,F,Firearm,No
Nagpur,VANDALISM,33,M,Other,No
Kolkata,HOMICIDE,78,M,None,Yes
Visakhapatnam,HOMICIDE,52,M,Blunt Object,Yes
Lucknow,COUNTERFEITING,73,F,Explosives,No
Ludhiana,SHOPLIFTING,48,F,Other,No
Ghaziabad,PUBLIC INTOXICATION,62,F,None,No
Jaipur,ASSAULT,48,F,Firearm,No
Mumbai,SHOPLIFTING,33,F,Poison,No
Patna,EXTORTION,26,F,Poison,Yes
Ghaziabad,IDENTITY THEFT,41,F,Poison,Yes
Jaipur,HOMICIDE,66,F,Firearm,No
Delhi,DOMESTIC VIOLENCE,35,F,Other,Yes
Delhi,EXTORTION,19,F,None,Yes
Kalyan,VANDALISM,77,F,Other,No
Lucknow,VANDALISM,79,F,None,Yes
Pune,CYBERCRIME,35,F,None,Yes
Delhi,FRAUD,61,M,Knife,No
Bangalore,BURGLARY,51,M,Knife,Yes
Chennai,SHOPLIFTING,71,M,Knife,No
Kanpur,VANDALISM,48,F,Knife,No
Pune,BURGLARY,34,F,None,No
Ahmedabad,SHOPLIFTING,75,F,Blunt Object,Yes
Kolkata,ILLEGAL POSSESSION,49,M,Blunt Object,Yes
Bangalore,IDENTITY THEFT,26,M,Explosives,Yes
Patna,ARSON,53,F,Firearm,Yes
Bangalore,HOMICIDE,78,F,Knife,Yes
Delhi,EXTORTION,73,M,Knife,Yes
Nagpur,TRAFFIC VIOLATION,10,M,Other,No
Mumbai,ASSAULT,53,F,Knife,No
Delhi,DOMESTIC VIOLENCE,50,F,Explosives,Yes
Mumbai,TRAFFIC VIOLATION,24,M,Knife,No
Kolkata,SEXUAL ASSAULT,31,M,None,No
Delhi,SEXUAL ASSAULT,19,F,Poison,No
Ghaziabad,VANDALISM,73,F,Other,Yes
Ahmedabad,SHOPLIFTING,56,M,Blunt Object,Yes
Mumbai,DOMESTIC VIOLENCE,79,M,Knife,Yes
Hyderabad,IDENTITY THEFT,61,F,Knife,No
Patna,BURGLARY,30,F,Explosives,Yes
Delhi,SEXUAL ASSAULT,51,F,Blunt Object,Yes
Delhi,VEHICLE - STOLEN,67,M,Poison,No
Kanpur,EXTORTION,70,F,Other,No
Delhi,DRUG OFFENSE,35,F,Poison,Yes
Hyderabad,IDENTITY THEFT,28,F,None,Yes
Ahmedabad,VEHICLE - STOLEN,75,M,Poison,No
Rajkot,CYBERCRIME,42,F,Knife,No
Mumbai,ILLEGAL POSSESSION,30,F,None,Yes
Agra,PUBLIC INTOXICATION,46,F,Firearm,No
Kolkata,VANDALISM,34,F,Other,No
Kanpur,VANDALISM,28,F,Other,No
Vasai,PUBLIC INTOXICATION,36,F,Blunt Object,No
Kalyan,HOMICIDE,65,F,Knife,No
Ludhiana,FIREARM OFFENSE,75,F,Knife,Yes
Delhi,ARSON,60,M,None,Yes
Delhi,FIREARM OFFENSE,67,M,Firearm,Yes
Chennai,FRAUD,32,F,Poison,Yes
Mumbai,SEXUAL ASSAULT,67,M,Explosives,Yes
Varanasi,DRUG OFFENSE,23,M,Knife,No
Hyderabad,FIREARM OFFENSE,77,F,Firearm,No
Hyderabad,DOMESTIC VIOLENCE,43,F,Knife,No
Bangalore,COUNTERFEITING,58,M,Firearm,No
Nagpur,FIREARM OFFENSE,68,F,Knife,Yes
Delhi,BURGLARY,25,F,Other,No
Kolkata,HOMICIDE,29,M,Explosives,Yes
Bangalore,KIDNAPPING,32,M,Firearm,No
Lucknow,VANDALISM,12,F,Firearm,No
Chennai,VANDALISM,10,F,Blunt Object,No
Delhi,SEXUAL ASSAULT,59,F,Firearm,No
Nagpur,VANDALISM,76,F,None,Yes
Bangalore,VANDALISM,69,F,Blunt Object,No
Chennai,FIREARM OFFENSE,24,F,Explosives,No
Lucknow,EXTORTION,38,F,Knife,Yes
Surat,COUNTERFEITING,53,M,Poison,No
Visakhapatnam,SHOPLIFTING,34,M,Firearm,Yes
Hyderabad,COUNTERFEITING,73,M,Blunt Object,Yes
Kanpur,ARSON,76,M,Poison,Yes
Surat,TRAFFIC VIOLATION,36,F,None,Yes
Lucknow,KIDNAPPING,71,M,None,No
Meerut,COUNTERFEITING,78,F,None,Yes
Mumbai,TRAFFIC VIOLATION,13,M,Blunt Object,Yes
Surat,SEXUAL ASSAULT,65,F,Blunt Object,No
Bangalore,SEXUAL ASSAULT,59,F,Poison,Yes
Ahmedabad,CYBERCRIME,15,F,Blunt Object,Yes
Ghaziabad,FIREARM OFFENSE,67,M,Blunt Object,No
Delhi,IDENTITY THEFT,32,M,Blunt Object,No
Chennai,HOMICIDE,59,F,Other,No
Bangalore,IDENTITY THEFT,49,F,Explosives,Yes
Delhi,BURGLARY,18,F,Knife,Yes
Chennai,ARSON,57,M,None,Yes
Mumbai,FRAUD,70,F,Poison,Yes
Hyderabad,FIREARM OFFENSE,29,F,Other,No
Chennai,PUBLIC INTOXICATION,77,F,Firearm,No
Nashik,DOMESTIC VIOLENCE,34,F,Explosives,Yes
Hyderabad,CYBERCRIME,68,M,Blunt Object,Yes
Delhi,FRAUD,38,M,Knife,No
Varanasi,VANDALISM,10,F,Knife,No
Bangalore,SEXUAL ASSAULT,77,F,Knife,Yes
Bangalore,DOMESTIC VIOLENCE,50,M,Explosives,No
Hyderabad,SHOPLIFTING,60,F,Poison,No
Hyderabad,VEHICLE - STOLEN,67,M,Blunt Object,No
Delhi,ASSAULT,56,F,Firearm,No
Surat,ARSON,77,M,Knife,No
Thane,FIREARM OFFENSE,44,F,Firearm,No
Mumbai,BURGLARY,13,F,Poison,No
Srinagar,VANDALISM,27,M,Explosives,Yes
Bangalore,ILLEGAL POSSESSION,52,F,Blunt Object,Yes
Kolkata,SEXUAL ASSAULT,36,F,Blunt Object,No
Bhopal,ASSAULT,22,F,None,No
Delhi,PUBLIC INTOXICATION,78,F,Explosives,Yes
Kolkata,HOMICIDE,70,F,Blunt Object,No
Hyderabad,SEXUAL ASSAULT,33,F,Knife,Yes
Lucknow,COUNTERFEITING,18,M,Blunt Object,Yes
Hyderabad,SEXUAL ASSAULT,74,F,Knife,Yes
Chennai,ARSON,32,M,None,No
Chennai,KIDNAPPING,35,M,Poison,No
Hyderabad,BURGLARY,23,F,Firearm,Yes
Nagpur,ROBBERY,37,F,Firearm,Yes
Chennai,CYBERCRIME,78,F,Poison,Yes
Mumbai,VANDALISM,16,M,Blunt Object,No
Nagpur,ILLEGAL POSSESSION,75,F,Knife,No
Bangalore,ILLEGAL POSSESSION,58,M,Other,Yes
Delhi,IDENTITY THEFT,14,F,Poison,Yes
Nashik,FIREARM OFFENSE,54,F,None,No
Kolkata,IDENTITY THEFT,25,F,Explosives,No
Delhi,SHOPLIFTING,50,M,Other,No
Patna,CYBERCRIME,51,M,Other,No
Agra,DRUG OFFENSE,21,M,Other,No
Bhopal,PUBLIC INTOXICATION,21,F,Knife,Yes
Bangalore,SEXUAL ASSAULT,72,F,Poison,No
Delhi,ARSON,12,M,None,Yes
Surat,ASSAULT,19,M,Firearm,Yes
Delhi,COUNTERFEITING,39,F,Poison,No
Ludhiana,FIREARM OFFENSE,43,M,Knife,No
Lucknow,IDENTITY THEFT,61,F,Poison,Yes
Delhi,HOMICIDE,18,F,Other,Yes
Hyderabad,BURGLARY,34,F,Poison,No
Mumbai,SEXUAL ASSAULT,19,F,Explosives,Yes
Ghaziabad,TRAFFIC VIOLATION,63,F,Poison,No
Nagpur,ILLEGAL POSSESSION,32,F,Firearm,Yes
Ahmedabad,FIREARM OFFENSE,49,F,None,Yes
Jaipur,SEXUAL ASSAULT,25,M,Blunt Object,No
Delhi,ILLEGAL POSSESSION,20,M,Poison,No
Ludhiana,FIREARM OFFENSE,35,F,Blunt Object,No
Ghaziabad,TRAFFIC VIOLATION,45,F,Firearm,Yes
Delhi,ROBBERY,59,F,Poison,No
Kalyan,KIDNAPPING,79,M,Other,Yes
Delhi,ARSON,60,F,Knife,Yes
Jaipur,CYBERCRIME,73,F,Poison,Yes
Mumbai,ASSAULT,31,F,None,Yes
Pune,TRAFFIC VIOLATION,14,M,Other,No
Surat,TRAFFIC VIOLATION,77,M,Explosives,Yes
Indore,FIREARM OFFENSE,50,M,Knife,No
Bangalore,BURGLARY,20,M,Explosives,No
Nagpur,ASSAULT,51,F,Knife,No
Bhopal,IDENTITY THEFT,75,F,Blunt Object,No
Hyderabad,HOMICIDE,60,M,None,No
Ahmedabad,VANDALISM,70,F,Poison,No
Hyderabad,BURGLARY,58,M,Knife,No
Ludhiana,FIREARM OFFENSE,19,F,Poison,Yes
Delhi,ASSAULT,78,M,Knife,Yes
Delhi,HOMICIDE,44,F,Poison,Yes
Kolkata,HOMICIDE,66,M,Knife,No
Jaipur,ILLEGAL POSSESSION,65,F,None,Yes
Kalyan,ARSON,64,F,Explosives,Yes
Delhi,EXTORTION,24,M,Firearm,No
Faridabad,ILLEGAL POSSESSION,21,M,Explosives,Yes
Delhi,EXTORTION,65,M,None,No
Delhi,FIREARM OFFENSE,19,M,Firearm,Yes
Jaipur,ROBBERY,78,F,Other,Yes
Visakhapatnam,HOMICIDE,66,F,None,Yes
Visakhapatnam,DRUG OFFENSE,60,F,Blunt Object,Yes
Visakhapatnam,DRUG OFFENSE,77,F,Blunt Object,Yes
Chennai,EXTORTION,78,F,Knife,No
Srinagar,SHOPLIFTING,68,M,None,Yes
Rajkot,BURGLARY,22,F,Firearm,No
Hyderabad,ARSON,14,F,Other,Yes
Hyderabad,PUBLIC INTOXICATION,16,F,Poison,Yes
Bangalore,EXTORTION,72,F,None,Yes
Faridabad,DOMESTIC VIOLENCE,27,F,None,No
Bangalore,DRUG OFFENSE,51,M,None,Yes
Mumbai,HOMICIDE,50,F,Knife,Yes
Ahmedabad,KIDNAPPING,41,F,Blunt Object,No
Delhi,ILLEGAL POSSESSION,16,F,Blunt Object,Yes
Bangalore,HOMICIDE,14,M,Other,Yes
Ghaziabad,ASSAULT,18,F,None,No
Varanasi,CYBERCRIME,52,F,Firearm,Yes
Delhi,DOMESTIC VIOLENCE,58,F,Blunt Object,Yes
Delhi,KIDNAPPING,53,F,Knife,No
Kalyan,ROBBERY,37,F,Knife,No
Patna,ARSON,21,M,Firearm,Yes
Mumbai,VANDALISM,62,F,Poison,Yes
Mumbai,ILLEGAL POSSESSION,60,M,Other,Yes
Chennai,ROBBERY,54,F,Other,No
Pune,SHOPLIFTING,75,M,Blunt Object,No
Kolkata,HOMICIDE,10,F,Firearm,Yes
Ahmedabad,DOMESTIC VIOLENCE,22,F,Explosives,No
Mumbai,EXTORTION,35,F,Firearm,No
Delhi,ARSON,34,F,Firearm,No
Kanpur,HOMICIDE,12,F,Firearm,Yes
Kanpur,TRAFFIC VIOLATION,53,F,Knife,No
Kolkata,ILLEGAL POSSESSION,40,F,Blunt Object,Yes
Indore,ROBBERY,33,F,Explosives,No
Kolkata,VEHICLE - STOLEN,68,F,Poison,No
Ghaziabad,KIDNAPPING,32,F,None,No
Agra,BURGLARY,71,F,Firearm,Yes
Delhi,PUBLIC INTOXICATION,10,M,None,No
Lucknow,COUNTERFEITING,55,M,Knife,No
Hyderabad,VANDALISM,26,F,Explosives,Yes
Chennai,KIDNAPPING,54,F,Blunt Object,Yes
Bangalore,BURGLARY,41,M,Other,No
Chennai,ILLEGAL POSSESSION,47,F,Explosives,No
Hyderabad,IDENTITY THEFT,21,F,Explosives,Yes
Kanpur,CYBERCRIME,56,M,None,Yes
Lucknow,BURGLARY,68,F,Blunt Object,Yes
Lucknow,EXTORTION,76,F,Other,No
Delhi,ASSAULT,35,F,Poison,Yes
Lucknow,BURGLARY,68,F,Other,No
Kolkata,DOMESTIC VIOLENCE,20,F,None,Yes
Ghaziabad,VEHICLE - STOLEN,37,M,None,No
Varanasi,DRUG OFFENSE,76,F,Other,Yes
Delhi,BURGLARY,53,F,Knife,No
Vasai,COUNTERFEITING,54,M,Knife,Yes
Lucknow,BURGLARY,74,M,None,No
Agra,HOMICIDE,17,F,Explosives,No
Hyderabad,DOMESTIC VIOLENCE,72,M,Blunt Object,No
Nagpur,ASSAULT,19,M,Other,Yes
Indore,SEXUAL ASSAULT,74,F,None,Yes
Chennai,TRAFFIC VIOLATION,50,M,None,No
Delhi,PUBLIC INTOXICATION,54,F,Blunt Object,No
Chennai,COUNTERFEITING,71,F,Firearm,No
Delhi,FRAUD,51,F,Explosives,No
Mumbai,SHOPLIFTING,29,F,Poison,Yes
Hyderabad,IDENTITY THEFT,26,F,Firearm,No
Mumbai,KIDNAPPING,55,F,Knife,Yes
Kolkata,ASSAULT,37,M,Other,No
Chennai,ARSON,49,F,None,Yes
Mumbai,VANDALISM,51,F,Poison,Yes
Mumbai,COUNTERFEITING,53,F,Poison,No
Bangalore,VEHICLE - STOLEN,36,F,Explosives,No
Mumbai,HOMICIDE,65,F,Explosives,No
Delhi,VANDALISM,62,F,Blunt Object,Yes
Mumbai,COUNTERFEITING,31,F,None,Yes
Bhopal,EXTORTION,29,F,Other,No
Pune,DOMESTIC VIOLENCE,73,F,Firearm,No
Bangalore,FRAUD,72,F,Explosives,No
Kanpur,HOMICIDE,45,F,None,Yes
Mumbai,DRUG OFFENSE,79,M,Knife,No
Agra,TRAFFIC VIOLATION,67,F,Firearm,Yes
Ghaziabad,EXTORTION,40,M,Firearm,No
Delhi,FIREARM OFFENSE,78,M,Knife,Yes
Delhi,IDENTITY THEFT,53,M,Knife,No
Bhopal,VANDALISM,64,M,Explosives,No
Kolkata,BURGLARY,53,M,Explosives,Yes
Srinagar,VEHICLE - STOLEN,15,F,Other,No
Nagpur,ROBBERY,53,F,Other,Yes
Mumbai,CYBERCRIME,46,F,Other,Yes
Delhi,ROBBERY,37,F,Poison,Yes
Mumbai,ASSAULT,16,F,None,No
Mumbai,VEHICLE - STOLEN,42,M,Other,Yes
Bangalore,VEHICLE - STOLEN,47,F,None,Yes
Mumbai,ASSAULT,39,M,Explosives,Yes
Mumbai,ARSON,37,F,Poison,Yes
Jaipur,IDENTITY THEFT,39,M,Poison,Yes
Bangalore,BURGLARY,25,F,Other,No
Lucknow,ASSAULT,66,F,Explosives,No
Ahmedabad,ROBBERY,47,M,Other,Yes
Mumbai,TRAFFIC VIOLATION,43,M,Other,No
Delhi,VEHICLE - STOLEN,35,F,Knife,Yes
Delhi,TRAFFIC VIOLATION,40,M,Other,No
Visakhapatnam,ASSAULT,13,F,Poison,Yes
Bangalore,BURGLARY,47,F,Firearm,No
Chennai,KIDNAPPING,33,M,Knife,Yes
Vasai,ASSAULT,50,F,None,No
Mumbai,VANDALISM,29,F,Poison,No
Visakhapatnam,VEHICLE - STOLEN,60,F,Firearm,No
Kolkata,BURGLARY,45,F,Poison,No
Bangalore,SEXUAL ASSAULT,67,F,Firearm,Yes
Chennai,FRAUD,16,F,None,No
Bangalore,ASSAULT,16,F,Poison,No
Delhi,KIDNAPPING,33,M,Blunt Object,Yes
Lucknow,TRAFFIC VIOLATION,70,M,Explosives,No
Srinagar,COUNTERFEITING,56,F,Other,No
Jaipur,SEXUAL ASSAULT,18,F,Explosives,Yes
Hyderabad,DOMESTIC VIOLENCE,62,M,Firearm,No
Mumbai,PUBLIC INTOXICATION,15,M,Knife,No
Agra,ARSON,10,M,Knife,Yes
Bangalore,IDENTITY THEFT,60,F,Blunt Object,No
Bangalore,VANDALISM,19,F,Firearm,Yes
Mumbai,SHOPLIFTING,12,F,None,No
Kolkata,ROBBERY,72,F,Explosives,No
Ahmedabad,SHOPLIFTING,65,F,None,No
Delhi,IDENTITY THEFT,46,M,Knife,No
Bangalore,TRAFFIC VIOLATION,22,F,Explosives,Yes
Delhi,BURGLARY,50,F,None,No
Surat,SHOPLIFTING,64,F,Knife,No
Surat,ARSON,73,M,Blunt Object,No
Chennai,COUNTERFEITING,69,F,Poison,Yes
Surat,CYBERCRIME,18,F,Poison,No
Delhi,KIDNAPPING,39,M,Firearm,No
Ahmedabad,ARSON,74,F,Other,Yes
Mumbai,DOMESTIC VIOLENCE,19,M,Blunt Object,Yes
Kanpur,VEHICLE - STOLEN,39,M,Knife,No
Mumbai,ILLEGAL POSSESSION,22,F,None,Yes
Rajkot,VANDALISM,16,F,None,Yes
Bangalore,EXTORTION,52,F,Poison,No
Indore,TRAFFIC VIOLATION,39,F,Knife,Yes
Surat,EXTORTION,42,M,Poison,No
Pune,VEHICLE - STOLEN,70,M,Knife,Yes
Chennai,FRAUD,40,F,Knife,No
Agra,PUBLIC INTOXICATION,61,F,Other,No
Thane,KIDNAPPING,37,M,Poison,No
Jaipur,COUNTERFEITING,75,F,Explosives,Yes
Pune,ARSON,36,M,Explosives,No
Faridabad,PUBLIC INTOXICATION,10,F,Other,No
Hyderabad,VEHICLE - STOLEN,19,F,Knife,No
Nashik,COUNTERFEITING,19,F,None,No
Vasai,HOMICIDE,51,M,Explosives,No
Surat,FIREARM OFFENSE,43,F,Other,Yes
Chennai,TRAFFIC VIOLATION,54,F,Firearm,No
Rajkot,VEHICLE - STOLEN,53,F,None,Yes
Bangalore,SHOPLIFTING,73,F,None,No
Delhi,ROBBERY,29,F,Knife,Yes
Kolkata,KIDNAPPING,63,F,Blunt Object,No
Pune,ILLEGAL POSSESSION,10,M,Other,Yes
Meerut,KIDNAPPING,62,F,Knife,No
Delhi,IDENTITY THEFT,62,M,None,No
Mumbai,FIREARM OFFENSE,52,F,Firearm,No
Ahmedabad,COUNTERFEITING,15,F,None,No
Jaipur,DOMESTIC VIOLENCE,14,M,Poison,No
Visakhapatnam,FRAUD,74,F,Explosives,No
Delhi,FIREARM OFFENSE,13,F,Other,No
Rajkot,FIREARM OFFENSE,61,F,Other,Yes
Ahmedabad,PUBLIC INTOXICATION,71,F,Knife,Yes
Hyderabad,FRAUD,49,F,Knife,No
Mumbai,EXTORTION,55,M,None,Yes
Bangalore,CYBERCRIME,67,F,Explosives,Yes
Ahmedabad,ROBBERY,23,F,Blunt Object,Yes
Delhi,EXTORTION,21,F,Poison,No
Hyderabad,VANDALISM,19,F,None,No
Delhi,PUBLIC INTOXICATION,46,F,Firearm,No
Delhi,FRAUD,60,F,Explosives,No
Chennai,HOMICIDE,44,F,Knife,No
Pune,ARSON,10,M,Poison,Yes
Thane,PUBLIC INTOXICATION,59,F,Other,Yes
Mumbai,FIREARM OFFENSE,33,F,Knife,No
Thane,DRUG OFFENSE,37,F,Other,Yes
Ahmedabad,HOMICIDE,25,F,Poison,No
Kolkata,VANDALISM,19,F,None,Yes
Mumbai,VEHICLE - STOLEN,27,F,Other,Yes
Bangalore,TRAFFIC VIOLATION,51,F,Explosives,Yes
Delhi,SEXUAL ASSAULT,53,F,Blunt Object,Yes
Mumbai,CYBERCRIME,70,F,Knife,No
Bangalore,VEHICLE - STOLEN,61,M,Explosives,Yes
Bangalore,PUBLIC INTOXICATION,36,F,Poison,Yes
Mumbai,TRAFFIC VIOLATION,30,F,Knife,No
Mumbai,EXTORTION,48,M,Poison,No
Delhi,SHOPLIFTING,17,F,Blunt Object,Yes
Kanpur,FRAUD,74,F,Poison,Yes
Mumbai,COUNTERFEITING,36,F,None,Yes
Pune,EXTORTION,52,F,Firearm,No
Hyderabad,ILLEGAL POSSESSION,50,M,Poison,No
Ahmedabad,PUBLIC INTOXICATION,73,F,Blunt Object,No
Chennai,KIDNAPPING,78,F,Firearm,Yes
Hyderabad,ASSAULT,41,F,Blunt Object,Yes
Pune,ASSAULT,53,F,None,Yes
Bangalore,HOMICIDE,39,F,Blunt Object,Yes
Kolkata,VANDALISM,50,F,Blunt Object,Yes
Ludhiana,SEXUAL ASSAULT,24,F,None,No
Delhi,ROBBERY,72,M,Explosives,No
Visakhapatnam,IDENTITY THEFT,49,F,Blunt Object,Yes
Patna,DRUG OFFENSE,56,M,Other,No
Delhi,FIREARM OFFENSE,18,F,Blunt Object,No
Ahmedabad,DRUG OFFENSE,77,F,Firearm,Yes
Kolkata,FIREARM OFFENSE,14,F,Blunt Object,Yes
Pune,ASSAULT,28,F,Other,Yes
Delhi,HOMICIDE,44,M,Poison,Yes
Kalyan,BURGLARY,51,F,Knife,Yes
Pune,FIREARM OFFENSE,37,F,None,No
Hyderabad,EXTORTION,52,F,None,No
Delhi,VEHICLE - STOLEN,13,M,Poison,No
Indore,ASSAULT,56,F,Explosives,No
Hyderabad,ILLEGAL POSSESSION,20,F,Blunt Object,No
Delhi,DRUG OFFENSE,55,M,Firearm,Yes
Kolkata,SEXUAL ASSAULT,15,F,Blunt Object,No
Nagpur,ASSAULT,71,F,Other,Yes
Jaipur,EXTORTION,10,M,Poison,Yes
Nagpur,VEHICLE - STOLEN,10,F,Poison,Yes
Chennai,COUNTERFEITING,28,F,Other,No
Kolkata,COUNTERFEITING,68,F,Poison,No
Kolkata,COUNTERFEITING,73,F,Other,No
Faridabad,VANDALISM,57,M,Firearm,Yes
Thane,ROBBERY,58,F,Poison,No
Nagpur,DOMESTIC VIOLENCE,27,M,Blunt Object,Yes
Bangalore,DRUG OFFENSE,54,M,Other,Yes
Mumbai,COUNTERFEITING,73,M,Firearm,Yes
Lucknow,KIDNAPPING,37,F,Blunt Object,No
Delhi,IDENTITY THEFT,70,M,Explosives,No
Pune,BURGLARY,73,F,Other,Yes
Mumbai,DRUG OFFENSE,53,M,Blunt Object,No
Delhi,FIREARM OFFENSE,38,F,Poison,Yes
Indore,FIREARM OFFENSE,56,M,Explosives,Yes
Bangalore,IDENTITY THEFT,35,F,Blunt Object,Yes
Mumbai,ASSAULT,33,F,Other,No
Hyderabad,IDENTITY THEFT,47,F,Other,No
Delhi,IDENTITY THEFT,44,M,Explosives,No
Chennai,BURGLARY,10,M,Poison,Yes
Chennai,CYBERCRIME,58,M,Knife,No
Thane,KIDNAPPING,15,M,Other,No
Surat,HOMICIDE,15,F,Poison,No
Kolkata,FRAUD,54,F,Poison,No
Mumbai,ASSAULT,21,F,Other,Yes
Jaipur,IDENTITY THEFT,34,M,Blunt Object,Yes
Mumbai,VANDALISM,35,F,None,Yes
Kolkata,KIDNAPPING,43,M,Firearm,No
Mumbai,IDENTITY THEFT,68,M,Poison,Yes
Rajkot,CYBERCRIME,56,F,Other,No
Agra,TRAFFIC VIOLATION,48,M,Firearm,No
Delhi,EXTORTION,61,M,Poison,Yes
Nagpur,SEXUAL ASSAULT,18,F,Blunt Object,Yes
Mumbai,FRAUD,56,M,Firearm,No
Lucknow,IDENTITY THEFT,23,M,Explosives,Yes
Faridabad,ASSAULT,47,F,Explosives,Yes
Ludhiana,ROBBERY,43,F,Blunt Object,No
Ahmedabad,ILLEGAL POSSESSION,15,F,Blunt Object,Yes
Chennai,VANDALISM,71,F,None,Yes
Indore,VEHICLE - STOLEN,34,F,Blunt Object,Yes
Ludhiana,VEHICLE - STOLEN,73,F,Firearm,Yes
Meerut,DRUG OFFENSE,15,F,Explosives,Yes
Delhi,FRAUD,58,F,Explosives,No
Bangalore,ASSAULT,14,F,None,Yes
Vasai,KIDNAPPING,73,M,Poison,No
Delhi,SHOPLIFTING,57,F,Explosives,Yes
Bangalore,KIDNAPPING,60,F,Firearm,Yes
Ghaziabad,HOMICIDE,64,M,Poison,Yes
Ahmedabad,ARSON,37,F,Blunt Object,Yes
Pune,EXTORTION,29,M,None,No
Kolkata,HOMICIDE,10,F,Explosives,Yes
Delhi,CYBERCRIME,60,F,Knife,No
Delhi,ARSON,23,M,Knife,No
Ludhiana,SHOPLIFTING,40,F,Poison,No
Delhi,SHOPLIFTING,23,M,None,Yes
Faridabad,HOMICIDE,32,F,Other,Yes
Meerut,FIREARM OFFENSE,65,F,None,Yes
Bangalore,EXTORTION,43,F,Poison,No
Delhi,SEXUAL ASSAULT,33,F,Other,No
Mumbai,BURGLARY,33,M,Blunt Object,No
Mumbai,CYBERCRIME,28,M,Other,No
Bangalore,CYBERCRIME,76,F,Poison,No
Patna,ILLEGAL POSSESSION,45,F,Blunt Object,No
Thane,ROBBERY,60,M,Firearm,Yes
Jaipur,FRAUD,15,M,Other,Yes
Delhi,EXTORTION,64,F,Firearm,No
Kanpur,SHOPLIFTING,17,F,Knife,No
Hyderabad,FRAUD,74,M,None,No
Jaipur,DRUG OFFENSE,40,F,Firearm,Yes
Meerut,TRAFFIC VIOLATION,66,F,Firearm,No
Ahmedabad,KIDNAPPING,68,F,Firearm,Yes
Thane,IDENTITY THEFT,33,F,Explosives,Yes
Bhopal,FIREARM OFFENSE,56,F,Knife,Yes
Chennai,ROBBERY,39,F,Blunt Object,Yes
Pune,SEXUAL ASSAULT,55,F,Knife,No
Mumbai,VEHICLE - STOLEN,66,F,Other,Yes
Hyderabad,KIDNAPPING,66,M,Firearm,Yes
Kanpur,HOMICIDE,20,F,Other,No
Bangalore,BURGLARY,49,F,Poison,Yes
Jaipur,EXTORTION,54,M,Other,No
